Bully,Creative,Focused,Goal-oriented,Intelligent,Resourceful,Skilful,Smart,Strategic Planners,Well Trained,Well-networked,Well-organized,Well-trained,Opportunists,Aggressive,Chaotic state of mind,Coercive,Control freak,Conviction in Violence,Coward,Determined,Emotional,Gullible,Identity crisis,Immoral/ Unethical,Impatient,Incited,Inhuman Psyche,Insensitive,Loner,Passionate,Psychiatric conditions,"Psychologically
Deviant",Risk-taker,Secretive,Selfish,Strong-willed,Vengeful,Anti-establishment,Anti-social,Anti-state,Brain-washed,Broken homes/families,Inferiority complex,"Insufficient social
support",Intolerance to diversity of opinion,Lack Social skills,Low self-worth,Marginalised,Mass-destruction,Misguided,Need to outsmart others,Radical,Rationalization,Rebellious,Reinforcement available,Social dissatisfaction,Socially inept,Unlawful,Anger,"Concealed
existence",Curiosity,Disregard for law,Emotions,"Enhancing self-
worth",Experimentation,"Greed (easy, quick money)",Intolerance,Lust,Manipulate others,Monetary Gain,Need to Control others,No fear of punishment,Plain boredom,Political beliefs,Political support,"Religious
fundamentalism",Revenge,Risk tolerance,Thrill-seeking
0.2907349627853643,0.6316975622473818,0.23162454878778493,0.7630092152346446,0.5187684332973697,0.6630680830441702,0.3113243388907703,0.6999913283995429,0.365657195006035,0.5790257775812663,0.6655043211695889,0.43070000703628997,0.23291385662688643,0.058588362970703925,0.5697079577379438,0.6771318213136331,0.5128676747208684,0.5121557869569473,0.05479162822979156,0.05285371153911755,0.10228245194737039,0.4195787381910341,0.6094945738770879,0.12820307641814085,0.6469715097155105,0.3560704397852313,0.4495096637318932,0.34349375595595905,0.7507726555592458,0.2795662347558471,0.6986308317840494,0.7344150567171484,0.6442426066204797,0.6075962065066318,0.5796111075204903,0.2532501170828983,0.059363529646973535,0.027692434016529557,0.6357315929096011,0.019307978130348086,0.308002195992472,0.5069748260084106,0.1960380704557751,0.6599674163390917,0.523553901043728,0.25930116307622736,0.5291224453303994,0.6435465385846458,0.48419441756293646,0.7488505585966589,0.7481940398810428,0.6232893767690696,0.5601212025171401,0.3544014584720385,0.7429023408358962,0.2574265252979019,0.6971675069359894,0.7339246451464472,0.39618927021420525,0.6264058632022352,0.7397225754903821,0.014245665142464935,0.0305716245283881,0.652666611826879,0.6775985032922036,0.7225107113315794,0.6035938153005868,0.4727092949716766,0.3920998705036809,0.05175424043706167,0.6650850983752798,0.7674782884192602,0.15597460907510607,0.7225581705158408,0.479100465118879,0.3902964215017475,0.3625802578930873,0.06907684269247434,0.2205111898065727,0.013620785883023108
0.32128246438931424,0.8465901508179124,0.41708319799205334,0.12810447921210816,0.52729072790247,0.49101098413798816,0.5729304274236258,0.7203893914207212,0.4033704662002309,0.007882589858639781,0.18451209393638704,0.1411628073175529,0.045134023945318597,0.6312913379996682,0.9096310392722919,0.9869696567532862,0.856872220859937,0.6369430062002024,0.8220103517492735,0.7160167849708342,0.6823348255371242,0.7861867075237823,0.4890874339083327,0.5232254928810329,0.08997059166955645,0.7428671665270562,0.8316677637270283,0.2841599279984371,0.19658881651226534,0.7485386651423291,0.7742388826437057,0.6897216550272962,0.7847192568331172,0.5343701859641916,0.7340128863462193,0.19820499531347072,0.37811643303047554,0.47509707631016823,0.4915464053359336,0.2699514358381468,0.574457369358507,0.01940406082183403,0.5332795131535623,0.9032159001043173,0.508997170306004,0.3144508865118264,0.6779324734651292,0.29119972523068144,0.43140075743340656,0.16611938426622755,0.40762409016168555,0.054880672789397726,0.1751223925576048,0.5379099149950526,0.08224664512882639,0.9152827074728263,0.6604519628729507,0.30282034826756926,0.7551818540797991,0.36890520538434174,0.8201165471417261,0.0859945935144438,0.3383961123088265,0.645123052279923,0.32979962751959296,0.6862612476553902,0.7844713766488833,0.3575027169095798,0.7091951223007157,0.7261501269023183,0.5107620772177497,0.9091650245259322,0.3900642579105522,0.17900915384639324,0.11562123313408615,0.44471688093045464,0.48513126616795876,0.9905887074431018,0.3708684164434747,0.020960748378823266
0.45728,0.54909,0.79797,0.42988,0.8445,0.5128,0.68312,0.60754,0.48578,0.64013,0.57369,0.71964,0.8949,0.81987,0.76717,0.72454,0.66311,0.8349,0.16859,0.4631,0.89213,0.0522,0.21962,0.20392,0.11348,0.21354,0.69042,0.36873,0.95818,0.42337,0.79404,0.46269,0.33314,0.90973,0.10566,0.07046,0.89594,0.98696,0.46205,0.15149,0.93505,0.78532,0.63015,0.25797,0.81593,0.21711,0.43924,0.69275,0.61141,0.87499,0.24579,0.41646,0.0956,0.77821,0.25934,0.55365,0.45246,0.42054,0.73086,0.87228,0.12119,0.43561,0.85594,0.39009,0.60441,0.85434,0.52482,0.95135,0.84625,0.1614,0.95666,0.45258,0.0206,0.07247,0.27542,0.15892,0.84975,0.42936,0.82199,0.34563
0.10418622491008259,0.0582683362110401,0.27360169673830215,0.043050820526614464,0.2318603544635178,0.06901984185764518,0.014586898526307455,0.045604303117683175,0.33114637391543617,0.09930324942891611,0.07079797548381447,0.23334213248532554,0.32270023919113194,0.10243910524250925,0.30233785237517385,0.16814389952578454,0.11212579831065249,0.22604696022447204,0.027674789053809396,0.3013109457461071,0.13929747203612713,0.25430412250080586,0.24004459353745597,0.04870225298188124,0.015741306985157678,0.20161140684624237,0.024756030950388083,0.16403627300951748,0.1315818883365282,0.21104654225021824,0.22151547627405993,0.11859737767101285,0.21275575596839646,0.09209422705305144,0.154397823876968,0.131699052180113,0.022598837830267962,0.1891782554446555,0.20496091437460778,0.2711894999586151,0.19312047418174402,0.05341292869307006,0.28488388567643835,0.27160301940656145,0.34207707132281795,0.1280704190243838,0.240699332663371,0.26866358533074286,0.09979947276645174,0.20204560226658602,0.28764412799148026,0.12895259384666932,0.01704733924158823,0.27501455485211884,0.099327371396713,0.24868370400413506,0.31144906421159174,0.012708831033551122,0.1956808487636118,0.21799022298031734,0.29267872727022703,0.16449114440225845,0.22430673254769784,0.08312085503261567,0.19760716019196187,0.10048867184636232,0.16486675790080974,0.07845497726162104,0.3233928842664421,0.05639716070908288,0.009345539523587482,0.32541568356597966,0.02556928586468257,0.3192749197639764,0.06044965129895709,0.00404215260367556,0.2891844879350804,0.2601692066708449,0.15835727259105428,0.30606297340209054
0.24963960757621106,0.33863768514348774,0.13512512996495055,0.005542481903783246,0.1649828996463625,0.24503052014447482,0.16968605008690965,0.01495601840093991,0.08544539008064798,0.3098146085589961,0.16607909547981312,0.31556692332858843,0.10157719609172468,0.03134107097419991,0.0903764624271601,0.25103608147625045,0.16077900671411963,0.09617942650918902,0.2595379303495472,0.36017087854513125,0.3494766380049333,0.2887155521210954,0.2743239117730212,0.16387946819684954,0.2392999122230697,0.005614838064407049,0.335103086697015,0.10597645065765185,0.3142138631249233,0.17960246190040174,0.14694089099481744,0.1599034971705716,0.18369420278367776,0.21093991506657048,0.024597476804061547,0.27785851021949387,0.07942173970871645,0.3162687780866393,0.2554317182341464,0.29687009142339793,0.04642733046426266,0.3019241692429705,0.19736951714157636,0.26620555055103057,0.03773735557334402,0.25360110737036423,0.3178099643079263,0.2834444058196514,0.28704774261871674,0.054567398534440405,0.12023061430054088,0.20347637709822528,0.08536218049593061,0.04072566500710705,0.3456019656035287,0.012499526747761823,0.18076016047038257,0.0009153054318910975,0.06347082409919927,0.1925180365717504,0.23298321940061179,0.03592483374971778,0.028577065638370668,0.10355613708478566,0.21870734890953564,0.1204404471663499,0.09965975783519392,0.33599306747268776,0.06513501579354672,0.035624555683129,0.2028468785007982,0.134296651925808,0.26232002472553234,0.359403903242519,0.2494804240228387,0.3564698609292237,0.3404610603912075,0.012380139082732552,0.3063342772329913,0.36079675933452715
0.14699439413396703,0.07655989046825137,0.12645931032731353,0.2104012299076145,0.06069403685429403,0.1827878551774669,0.2890902655211323,0.048484952804514536,0.08824487725150373,0.14480569248114072,0.20786114486018478,0.22325054641366293,0.21501685924350677,0.21097297238018956,0.19640545063103804,0.03472442173279966,0.03481077866876152,0.2727956050527437,0.2198022246259447,0.2810501370005458,0.1516636243266632,0.204147796613825,0.2072477128323178,0.15502558917841952,0.10364321228111588,0.24400003364753203,0.13579479288732785,0.2853024716403227,0.19787351854238958,0.022679118078809898,0.0025728411265876776,0.07640802137397362,0.2639871975846345,0.16209792445115767,0.1001144892081918,0.28072853185972235,0.051105439137150134,0.21037442947921256,0.10777941173115092,0.0026919541417074772,0.16250588652794298,0.0772507459559462,0.20800705830370655,0.01722076416094507,0.006720951878134708,0.15396250551847532,0.2615126246955206,0.04556072828332346,0.2680221509718177,0.14626184909098028,0.14181000015087775,0.037532511064248944,0.0241054964348695,0.04314273407639152,0.13497291308300124,0.18341617633222385,0.27904308269577716,0.2733971257790987,0.02000503088937039,0.17905961780421717,0.10163615797634724,0.021330163182578164,0.247600224529528,0.14033002093801422,0.08168770576915876,0.11796953017464981,0.003019514933286927,0.02110980410460653,0.18285336733578278,0.16830966818965523,0.025627165203024944,0.20139033031380166,0.1802864818599511,0.2226549813380639,0.033863830198559104,0.012283529684229364,0.28924213461541004,0.22355130677684043,0.048074012902351235,0.11927977334096761
0.4294774992570441,0.6103480568300611,0.5053187742503874,0.23687676505414287,0.6901786319185582,0.030814928854186314,0.2871850336656544,0.4478639382430883,0.2382659626664218,0.6463260463288133,0.5046501764690767,0.22155844699789118,0.3102070839354527,0.43136443077318765,0.1514299686026359,0.6573579097204398,0.22201903658057187,0.6481238314741153,0.5094120784448563,0.03527967626049441,0.07712646850630721,0.42747913477734883,0.09561691159166634,0.6728248050614272,0.3938189509204737,0.1388157571285741,0.43435083419637543,0.07288458702710268,0.5131636548844329,0.33491548638700136,0.42880147261149665,0.3796223913639765,0.5479678838337732,0.046786986963275164,0.38224478043956184,0.3316393572585789,0.270782101430832,0.22280649618967116,0.5362377072038887,0.7355169903556601,0.5677880936175168,0.18357466415520685,0.000549735953522128,0.026402183497535717,0.7037214514222182,0.1452714401503407,0.5447734722119553,0.08664284359362945,0.12833362969046974,0.281620814352302,0.6432950697202048,0.23347434523369515,0.6313345982989802,0.0385112322034961,0.39956889183974564,0.6705292860122605,0.20992484560308505,0.7267732171489636,0.3443724305604293,0.7055489520244674,0.6533834673537595,0.0006314534601267686,0.6108977927835831,0.13676539059922133,0.38188076609195937,0.12435175845955272,0.6484878458217178,0.6911592419978139,0.5701579013090514,0.01580119423164279,0.7358958624317362,0.5860333841830621,0.07930312572768536,0.6640661741262571,0.5570385270668882,0.09867760365722199,0.17749785320951628,0.3884701686699881,0.053487822504855696,0.3669784644329676
0.8363472837539883,0.43609650628189073,0.7192517947838344,0.5483835240352132,0.7891673013616642,0.29856920320398145,0.47100399680547284,0.4351415137405688,0.5586455052906459,0.23801932523315072,0.11227026349821159,0.6172351354135001,0.7419203019488965,0.566302199876332,0.5194991882240034,0.6869747223126653,0.57353166095669,0.5051407915939531,0.7211869112491446,0.7397506259120334,0.6427183574371951,0.13087586379887778,0.6406659611861085,0.3048604259981284,0.2176461510182835,0.6243473167080816,0.10726911834760479,0.515813252099603,0.33170074268580707,0.44067879505472474,0.8185123791884239,0.7349337775676468,0.7892091869994415,0.18791572532397272,0.30924166370963146,0.719226663401168,0.2686293493207843,0.02822254273432882,0.003861855803064882,0.16698128356289,0.35811382586815754,0.3579881689548257,0.10030772534902146,0.37135806453333237,0.3168397184024294,0.6571437710876891,0.04738941058121049,0.22461592114442228,0.5298952035203234,0.33115622939470246,0.7596295496011288,0.19648552681320347,0.13046538454866044,0.5800239348121677,0.13913571156855664,0.007355117993689731,0.3026153558132664,0.19530435182788428,0.7043907705004567,0.20142803207092208,0.025566993299249496,0.5949017133506563,0.21962315312137096,0.4714060989281346,0.19155139868304033,0.25528458512494406,0.5370744018353486,0.5275831163150178,0.7970418012637921,0.5613261861083917,0.5176813515444696,0.530607259362537,0.5019072203575473,0.43460537757701967,0.3287938794240641,0.23008618543813458,0.7236832952606703,0.2510960213472164,0.7785534807489023,0.44992714387594734
0.020493581688403064,0.1851518946966618,0.20370040354533994,0.0996227796497592,0.16504776029541166,0.128301245156493,0.020593107106231034,0.12701823270492807,0.053605255480561054,0.2106888187536953,0.17831060401900867,0.04784792641881691,0.1443919089040282,0.1420141168563556,0.0016291878179230898,0.15600392884930472,0.12717401161978925,0.17785624885066356,0.20552215141079977,0.12785554437230687,0.0906546740650431,0.03699965587556807,0.12847216924363233,0.01559736385047484,0.0303530888414914,0.19067988257819365,0.13119180946558362,0.19378247929917866,0.12164602373825736,0.03688931247754141,0.0771668163533133,0.156473429189928,0.20652605997323842,0.16384696449335678,0.18415447692234233,0.12288792786506728,0.1625726064259508,0.1522825436609545,0.03303594793076714,0.02627903749866381,0.2010521619927,0.11705270934589253,0.18793644279980523,0.03806847231919889,0.01936202095961983,0.21603073737580966,0.16812223026788006,0.16436190035081455,0.12536957252264733,0.16488332699639152,0.20646764288016548,0.18613633089474282,0.0945599649167711,0.2040855236404134,0.11395011262490752,0.20981688954968067,0.04952687694565398,0.13461461840044991,0.011172809949209609,0.19001133140191445,0.0021635960397384992,0.20375016625425393,0.1676008036223031,0.10823172829187867,0.04310532389971011,0.02483808253619797,0.031220690853426544,0.1946392633309151,0.16338395494085275,0.1005055268339725,0.049507404581296335,0.2146330543341386,0.1963874489310238,0.17946163711214955,0.09981101250521644,0.031125492627678043,0.15726530534047228,0.19182226128717558,0.06619738443183912,0.08832664472628449
0.66803,0.06721,0.03547,0.51519,0.05524,0.83585,0.81734,0.26458,0.9954,0.90359,0.44556,0.31853,0.52421,0.11583,0.00974,0.20592,0.25566,0.30667,0.08231,0.79257,0.41065,0.29867,0.05512,0.88196,0.29184,0.49043,0.41155,0.56075,0.50647,0.3199,0.68826,0.69611,0.50077,0.68538,0.0908,0.95024,0.09498,0.43141,0.4826,0.06329,0.93168,0.8386,0.87194,0.37959,0.38301,0.97919,0.87079,0.81853,0.61072,0.25258,0.93853,0.03466,0.80064,0.89114,0.14973,0.30559,0.98789,0.9556,0.47602,0.88405,0.73913,0.55943,0.61286,0.40794,0.49586,0.03975,0.05073,0.36953,0.27447,0.65688,0.59005,0.51763,0.45724,0.77268,0.89677,0.10271,0.97654,0.38189,0.4386,0.61139
